line,title,author,cited_num,relate,reverse_relate
Programmed Synthesis of Copolymer with Controlled Chain Composition Distribution via Semibatch RAFT Copolymerization,Programmed synthesis of copolymer with controlled chain composition distribution via semibatch RAFT copolymerization,R Wang S Zhu,87,38.46%,38.46%
Topology-Engineered Hyperbranched High-Molecular-Weight Polyethylenes as Lubricant Viscosity-Index Improvers of High Shear Stability,Topology-engineered hyperbranched high-molecular-weight polyethylenes as lubricant viscosity-index improvers of high shear stability,J Wang Z Ye S Zhu,38,16.67%,16.67%
"Synthesis and SO2Absorption/Desorption Properties of Poly(1,1,3,3-tetramethylguanidine acrylate)","Synthesis and SO2 absorption/desorption properties of poly (1, 1, 3, 3-tetramethylguanidine acrylate)",S Zhu,75,57.14%,33.33%
Development of networks in atom transfer radical polymerization of dimethacrylates,Development of networks in atom transfer radical polymerization of dimethacrylates,S Zhu,60,100.00%,100.00%
Catalyst Solubility and Experimental Determination of Equilibrium Constants for Heterogeneous Atom Transfer Radical Polymerization,Catalyst solubility and experimental determination of equilibrium constants for heterogeneous atom transfer radical polymerization,S Zhu,26,28.57%,28.57%
"Characterization of protein resistant, grafted methacrylate polymer layers bearing oligo(ethylene glycol) and phosphorylcholine side chains by neutron reflectometry","Characterization of protein resistant, grafted methacrylate polymer layers bearing oligo (ethylene glycol) and phosphorylcholine side chains by neutron reflectometry",MP Nieh S Zhu TA Harroun J Katsaras,28,94.44%,89.47%
Synthesis of ethylene-1-hexene copolymers from ethylene stock by tandem action of bis(2-dodecylsulfanyl-ethyl) amine-CrCl3 and Et(Ind)2ZrCl2,Synthesis of ethylene‐1‐hexene copolymers from ethylene stock by tandem action of bis (2‐dodecylsulfanyl‐ethyl) amine‐CrCl3 and Et (Ind) 2ZrCl2,S Zhu,30,73.33%,61.11%
Kinetics of methyl methacrylate andn-butyl acrylate copolymerization mediated by 2-cyanoprop-2-yl dithiobenzoate as a RAFT agent,Kinetics of methyl methacrylate and n‐butyl acrylate copolymerization mediated by 2‐cyanoprop‐2‐yl dithiobenzoate as a RAFT agent,R Wang,12,86.67%,81.25%
"Enabling Gate Dielectric Design for All Solution-Processed, High-Performance, Flexible Organic Thin-Film Transistors","Enabling gate dielectric design for all solution-processed, high-performance, flexible organic thin-film transistors",Y Wu Y Li BS Ong S Zhu,119,16.67%,16.67%
Non-biofouling materials prepared by atom transfer radical polymerization grafting of 2-methacryloloxyethyl phosphorylcholine: Separate effects of graft density and chain length on protein repulsion,Non-biofouling materials prepared by atom transfer radical polymerization grafting of 2-methacryloloxyethyl phosphorylcholine: separate effects of graft density and …,S Zhu,261,69.57%,88.89%
Effect of Reversible Addition-Fragmentation Transfer (RAFT) Reactions on (Mini)emulsion Polymerization Kinetics and Estimate of RAFT Equilibrium Constant,Effect of reversible addition− fragmentation transfer (RAFT) reactions on (mini) emulsion polymerization kinetics and estimate of RAFT equilibrium constant,R Wang S Zhu,109,41.18%,36.84%
Protein resistant surfaces: Comparison of acrylate graft polymers bearing oligo-ethylene oxide and phosphorylcholine side chains,Protein resistant surfaces: Comparison of acrylate graft polymers bearing oligo-ethylene oxide and phosphorylcholine side chains,S Zhu,117,100.00%,100.00%
Thermal-initiated reversible addition-fragmentation chain transfer polymerization of methyl methacrylate in the presence of oxygen,Thermal‐initiated reversible addition–fragmentation chain transfer polymerization of methyl methacrylate in the presence of oxygen,J Zhu,46,85.71%,85.71%
"Surface-initiated atom transfer radical polymerization grafting of poly(2,2,2-trifluoroethyl methacrylate) from flat silicon wafer surfaces","Surface‐initiated atom transfer radical polymerization grafting of poly (2, 2, 2‐trifluoroethyl methacrylate) from flat silicon wafer surfaces",S Zhu,40,85.71%,70.59%
Kinetic Behavior of Atom Transfer Radical Polymerization of Dimethacrylates,Kinetic behavior of atom transfer radical polymerization of dimethacrylates,J Zhang S Zhu,49,33.33%,33.33%
"Synthesis and Thin-Film Transistor Performance of Poly(4,8-didodecylbenzo[1,2-b:4,5-b‘]dithiophene)","Synthesis and Thin-Film Transistor Performance of Poly (4, 8-didodecylbenzo [1, 2-b: 4, 5-b '] dithiophene)",Y Li Y Wu BS Ong S Zhu,128,85.71%,40.00%
Facile and Effective Purification of Polymers Produced by Atom Transfer Radical Polymerization via Simple Catalyst Precipitation and Microfiltration,Facile and effective purification of polymers produced by atom transfer radical polymerization via simple catalyst precipitation and microfiltration,S Zhu,50,33.33%,33.33%
Feasibility Analysis of Surface Mediation in Supported Atom Transfer Radical Polymerization,Feasibility analysis of surface mediation in supported atom transfer radical polymerization,S Zhu,24,27.27%,27.27%
Design and Control of Copolymer Composition Distribution in Living Radical Polymerization Using Semi-Batch Feeding Policies: A Model Simulation,Design and Control of Copolymer Composition Distribution in Living Radical Polymerization Using Semi‐Batch Feeding Policies: A Model Simulation,R Wang,63,94.44%,94.44%
Surface-initiated atom transfer radical polymerization of polyhedral oligomeric silsesquioxane (POSS) methacrylate from flat silicon wafer,Surface-initiated atom transfer radical polymerization of polyhedral oligomeric silsesquioxane (POSS) methacrylate from flat silicon wafer,S Zhu B Ong Y Wu,43,100.00%,100.00%
"Preparation and SO2 Absorption/Desorption Properties of Crosslinked Poly(1,1,3,3-Tetramethylguanidine Acrylate) Porous Particles","Preparation and SO2 Absorption/Desorption Properties of Crosslinked Poly (1, 1, 3, 3‐Tetramethylguanidine Acrylate) Porous Particles",J Dong,40,90.91%,66.67%
Emulsion atom transfer radical block copolymerization of 2-ethylhexyl methacrylate and methyl methacrylate,Emulsion atom transfer radical block copolymerization of 2‐ethylhexyl methacrylate and methyl methacrylate,S Zhu,25,91.67%,91.67%
Differential scanning calorimetry of copolymer of isotactic polypropylene backbone with grafted poly(ethylene-co-propylene) branches,Differential scanning calorimetry of copolymer of isotactic polypropylene backbone with grafted poly (ethylene‐co‐propylene) branches,S Zhu,3,92.31%,85.71%
Chain Orientation in Polyethylene Fibers Prepared by Ethylene Nanoextrusion Polymerization,Chain orientation in polyethylene fibers prepared by ethylene nanoextrusion polymerization,Z Ye S Zhu,8,30.00%,30.00%
Morphological and Physical Properties of Triblock Copolymers of Methyl Methacrylate and 2-Ethylhexyl Methacrylate,Morphological and Physical Properties of Triblock Copolymers of Methyl Methacrylate and 2‐Ethylhexyl Methacrylate,S Zhu,2,92.31%,92.31%
Effect of Chain Straightening on Plateau Modulus and Entanglement Molecular Weight of Ni-diimine Poly(1-hexene)s,Effect of Chain Straightening on Plateau Modulus and Entanglement Molecular Weight of Ni‐diimine Poly (1‐hexene) s,Z Ye S Zhu,15,85.71%,75.00%
43 Branched-PE/iPP reactor blends prepared through ethylene gas-phase polymerization catalyzed by α-diimine nickel supported on iPP particles,43-Branched-PE/i-PP Reactor Blends Prepared through Ethylene Gas-Phase Polymerization Catalyzed by α-Diimine Nickel Supported on iPP Particles,S Zhu,3,23.53%,25.00%
44 Kinetics of propylene bulk polymerization with a spherical Ziegler-Natta catalyst,44-Kinetics of Propylene Bulk Polymerization with a Spherical Ziegler-Natta Catalyst,S Zhu,0,36.36%,40.00%
Adsorption of Fibrinogen and Lysozyme on Silicon Grafted with Poly(2-methacryloyloxyethyl Phosphorylcholine) via Surface-Initiated Atom Transfer Radical Polymerization,Adsorption of fibrinogen and lysozyme on silicon grafted with poly (2-methacryloyloxyethyl phosphorylcholine) via surface-initiated atom transfer radical …,S Zhu,300,35.29%,35.29%
Branching and gelation in atom transfer radical polymerization of methyl methacrylate and ethylene glycol dimethacrylate,Branching and gelation in atom transfer radical polymerization of methyl methacrylate and ethylene glycol dimethacrylate,S Zhu,99,100.00%,100.00%
Control of the polymer molecular weight in atom transfer radical polymerization with branching/crosslinking,Control of the polymer molecular weight in atom transfer radical polymerization with branching/crosslinking,S Zhu,50,100.00%,100.00%
Surface-Initiated Atom Transfer Radical Polymerization of Oligo(ethylene glycol) Methacrylate: Effect of Solvent on Graft Density,Surface‐Initiated Atom Transfer Radical Polymerization of Oligo (ethylene glycol) Methacrylate: Effect of Solvent on Graft Density,S Zhu,69,86.67%,81.25%
Long-Chain Branching and Rheological Properties of Ethylene1Hexene Copolymers Synthesized from Ethylene Stock by Concurrent Tandem Catalysis,Long‐Chain Branching and Rheological Properties of Ethylene‐1‐Hexene Copolymers Synthesized from Ethylene Stock by Concurrent Tandem Catalysis,Z Ye S Zhu,29,87.50%,87.50%
Emulsion atom transfer radical polymerization of 2-ethylhexyl methacrylate,Emulsion atom transfer radical polymerization of 2-ethylhexyl methacrylate,S Zhu,46,100.00%,100.00%
Heterogeneous Atom Transfer Radical Polymerization of Methyl Methacrylate at Low Metal Salt Concentrations,Heterogeneous atom transfer radical polymerization of methyl methacrylate at low metal salt concentrations,S Zhu,26,23.08%,23.08%
Controlled orientation of liquid-crystalline polythiophene semiconductors for high-performance organic thin-film transistors,Controlled orientation of liquid-crystalline polythiophene semiconductors for high-performance organic thin-film transistors,Y Wu BS Ong T Srikumar N Zhao,153,100.00%,100.00%
Complexation of well-controlled low-molecular weight polyelectrolytes with antisense oligonucleotides,Complexation of well-controlled low-molecular weight polyelectrolytes with antisense oligonucleotides,S Zhu Y Li,8,100.00%,100.00%
Synthesis of reactor blend of linear and branched polyethylene using metallocene/Ni-diimine binary catalyst system in a single reactor,Synthesis of reactor blend of linear and branched polyethylene using metallocene/Ni‐diimine binary catalyst system in a single reactor,S Zhu,10,94.44%,94.44%
Atom-transfer radical grafting polymerization of 2-methacryloyloxyethyl phosphorylcholine from silicon wafer surfaces,Atom‐transfer radical grafting polymerization of 2‐methacryloyloxyethyl phosphorylcholine from silicon wafer surfaces,S Zhu,130,81.82%,81.82%
"Microscopic Studies on Liquid Crystal Poly(3,3```-dialkylquaterthiophene) Semiconductor","Microscopic Studies on Liquid Crystal Poly (3, 3 '''-dialkylquaterthiophene) Semiconductor",N Zhao S Zhu BS Ong Y Wu,89,85.71%,60.00%
Electron tunneling spectroscopy of Bi2Ca1Sr2Cu2Oy superconductor,Electron tunneling spectroscopy of Bi2Ca1Sr2Cu2Oy superconductor,,17,100.00%,100.00%
Goodness-of-fitting for partial linear model with missing response at random,Goodness-of-fitting for partial linear model with missing response at random,L Zhu,11,100.00%,100.00%
Efficient estimation of moments in linear mixed models,Efficient estimation of moments in linear mixed models,LX Zhu,1,100.00%,100.00%
Asymptotics of SIMEX-based variance estimation,Asymptotics of SIMEX-based variance estimation,LX Zhu,1,100.00%,100.00%
Estimation for a partial-linear single-index model,Estimation for a partial-linear single-index model,JL Wang L Zhu,127,100.00%,100.00%
"Varying coefficient analysis for indeterminate species interactions with non-parametric estimation, exemplifying with a fig-fig wasp system","Varying coefficient analysis for indeterminate species interactions with non-parametric estimation, exemplifying with a fig-fig wasp system",,7,100.00%,100.00%
"""The EFM approach for single-index models",The EFM approach for single-index models,WK Härdle L Zhu,100,83.33%,83.33%
Tests of heteroscedasticity and correlation in multivariate t regression models with AR and ARMA errors,Tests of heteroscedasticity and correlation in multivariate t regression models with AR and ARMA errors,LX Zhu,1,100.00%,100.00%
Response to Whiting and Ford,Response to Whiting and Ford,LX Zhu JCY Wu,0,100.00%,100.00%
Dimension Reduction in Regressions through Weighted Variance Estimation,Dimension Reduction in Regressions through Weighted Variance Estimation,LP Zhu,0,100.00%,100.00%
Goodness-of-fitting for partial linear model with missing response at random,Goodness-of-fitting for partial linear model with missing response at random,L Zhu,11,100.00%,100.00%
Efficacy of a Chinese Herbal Proprietary Medicine (Hemp Seed Pill) for Functional Constipation,Efficacy of a Chinese herbal proprietary medicine (Hemp Seed Pill) for functional constipation,LX Zhu JCY Wu,65,61.54%,61.54%
Sufficient dimension reduction in regressions through cumulative Hessian directions,Sufficient dimension reduction in regressions through cumulative Hessian directions,LP Zhu,1,100.00%,100.00%
Weighted denoised minimum distance estimation in a regression model with autocorrelated measurement errors,Weighted denoised minimum distance estimation in a regression model with autocorrelated measurement errors,L Zhu,2,100.00%,100.00%
