line,title,author,cited_num,relate,reverse_relate
Packet scheduling with joint design of MIMO and network coding,Packet scheduling with joint design of MIMO and network coding,Y Yang,4,100.00%,100.00%
Four-stage multicast switching networks: nonblocking conditions and cost analysis,Four-stage multicast switching networks: Nonblocking conditions and cost analysis,Y Yang,2,88.89%,88.89%
Bounded relay hop mobile data gathering in wireless sensor networks,Bounded relay hop mobile data gathering in wireless sensor networks,Y Yang,162,100.00%,100.00%
A battery-aware scheme for routing in wireless ad hoc networks,A battery-aware scheme for routing in wireless ad hoc networks,Y Yang,43,100.00%,100.00%
Optimal packet scheduling in WDM optical switches with output buffer and limited wavelength conversion,Optimal packet scheduling in WDM optical switches with output buffer and limited wavelength conversion,L Liu Y Yang,1,100.00%,100.00%
Supporting efficient and scalable multicasting over mobile ad hoc networks,Supporting efficient and scalable multicasting over mobile ad hoc networks,X Wang Y Yang,73,100.00%,100.00%
Efficient data gathering with mobile collectors and space-division multiple access technique in wireless sensor networks,Efficient data gathering with mobile collectors and space-division multiple access technique in wireless sensor networks,Y Yang,133,100.00%,100.00%
An efficient hybrid peer-to-peer system for distributed data sharing,An efficient hybrid peer-to-peer system for distributed data sharing,Y Yang,85,100.00%,100.00%
Stateless multicasting in mobile ad hoc networks,Stateless multicasting in mobile ad hoc networks,X Wang Y Yang,56,100.00%,100.00%
Achieving 100% throughput in input-buffered WDM optical packet interconnects,Achieving 100% throughput in input-buffered WDM optical packet interconnects,L Liu Y Yang,8,100.00%,100.00%
Bandwidth guaranteed multicast scheduling for virtual output queued packet switches,Bandwidth guaranteed multicast scheduling for virtual output queued packet switches,Y Yang,18,100.00%,100.00%
A hypergraph approach to linear network coding in multicast networks,A hypergraph approach to linear network coding in multicast networks,Y Yang,27,100.00%,100.00%
Buffer management for lossless service in shared buffer switches,Buffer management for lossless service in shared buffer switches,Y Yang,0,100.00%,100.00%
A linear inter-session network coding scheme for multicast,A linear inter-session network coding scheme for multicast,Y Yang,30,100.00%,100.00%
Applying opportunistic medium access and multiuser MIMO techniques in multi-channel multi-radio WLANs,Applying opportunistic medium access and multiuser MIMO techniques in multi-channel multi-radio WLANs,Y Yang,8,100.00%,100.00%
Enhancing downlink performance in wireless networks by simultaneous multiple packet transmission,Enhancing downlink performance in wireless networks by simultaneous multiple packet transmission,Z Zhang Y Yang,25,100.00%,100.00%
Localized independent packet scheduling for buffered crossbar switches,Localized independent packet scheduling for buffered crossbar switches,Y Yang,45,100.00%,100.00%
A novel contention-based MAC protocol with channel reservation for wireless LANs,A novel contention-based MAC protocol with channel reservation for wireless LANs,Y Yang,37,100.00%,100.00%
Battery-aware scheduling in wireless mesh networks,Battery-aware scheduling in wireless mesh networks,Z Zhang Y Yang,21,100.00%,100.00%
Energy efficient multi-hop polling in clusters of two-layered heterogeneous sensor networks,Energy-efficient multihop polling in clusters of two-layered heterogeneous sensor networks,Z Zhang Y Yang,154,72.73%,80.00%
A service-centric multicast architecture and routing protocol,A service-centric multicast architecture and routing protocol,Y Yang,36,100.00%,100.00%
Priority-based opportunistic MAC protocol in IEEE 802.11 WLANs,Priority-based opportunistic MAC protocol in IEEE 802.11 WLANs,Y Yang H Zhu,9,100.00%,100.00%
A novel analytical model for switches with shared buffer,A novel analytical model for switches with shared buffer,Z Zhang Y Yang,8,100.00%,100.00%
SenCar: An energy efficient data gathering mechanism for large scale multihop sensor networks,SenCar: an energy-efficient data gathering mechanism for large-scale multihop sensor networks,Y Yang,284,61.54%,72.73%
Slotted optical burst switching (SOBS) networks,Slotted optical burst switching (SOBS) networks,Z Zhang L Liu Y Yang,54,100.00%,100.00%
Adaptive triangular deployment algorithm for unattended mobile sensor networks,Adaptive triangular deployment algorithm for unattended mobile sensor networks,Y Yang,154,100.00%,100.00%
Constructing battery-aware virtual backbones in wireless sensor networks,Constructing battery-aware virtual backbones in wireless sensor networks,Y Yang Z Zhang,4,100.00%,100.00%
Optical switching networks with minimum number of limited range wavelength converters,Optical switching networks with minimum number of limited range wavelength converters,HQ Ngo Y Yang,33,100.00%,100.00%
Scheduling and performance analysis of multicast interconnects,Scheduling and performance analysis of multicast interconnects,Y Yang,5,100.00%,100.00%
On-line optimal wavelength assignment in WDM networks with shared wavelength converter pool,On-line optimal wavelength assignment in WDM networks with shared wavelength converter pool,Z Zhang Y Yang,32,100.00%,100.00%
Battery-aware routing for streaming data transmissions in wireless sensor networks,Battery-aware routing for streaming data transmissions in wireless sensor networks,Y Yang,58,100.00%,100.00%
Performance modeling of bufferless WDM optical packet switching networks with limited range wavelength conversion,Performance modeling of bufferless WDM packet switching networks with limited-range wavelength conversion,Z Zhang Y Yang,29,78.57%,91.67%
Low-loss switching fabric design for recirculating buffer in WDM optical packet switching networks using arrayed waveguide grating routers,Low-loss switching fabric design for recirculating buffer in WDM optical packet switching networks using arrayed waveguide grating routers,Z Zhang Y Yang,12,100.00%,100.00%
Single path flooding chain routing in ad hoc networks,Single path flooding chain routing in ad hoc networks,Y Yang,4,100.00%,100.00%
WDM optical interconnects with recirculating buffering and limited range wavelength conversion,WDM optical interconnects with recirculating buffering and limited range wavelength conversion,Z Zhang Y Yang,8,100.00%,100.00%
Optimal scheduling in buffered WDM interconnects with limited range wavelength conversion capability,Optimal scheduling in buffered WDM interconnects with limited range wavelength conversion capability,Z Zhang Y Yang,17,100.00%,100.00%
FIFO based multicast scheduling algorithm for virtual output queued packet switches,FIFO-based multicast scheduling algorithm for virtual output queued packet switches,Y Yang,69,81.82%,90.00%
Routing permutations on baseline networks with node-disjoint paths,Routing permutations on baseline networks with node-disjoint paths,Y Yang,16,100.00%,100.00%
A new design for wide-sense nonblocking multicast switching networks,A new design for wide-sense nonblocking multicast switching networks,Y Yang,20,100.00%,100.00%
Performance analysis of k-fold multicast networks,Performance analysis of k-fold multicast networks,Z Zhang Y Yang,12,100.00%,100.00%
Cost-effective designs of WDM optical interconnects,Cost-effective designs of WDM optical interconnects,Y Yang,54,100.00%,100.00%
Designing WDM optical interconnects with full connectivity by using limited wavelength conversion,Designing WDM optical interconnects with full connectivity by using limited wavelength conversion,Y Yang,64,100.00%,100.00%
Optimal scheduling in WDM optical interconnects with arbitrary wavelength conversion capability,Optimal scheduling algorithms in WDM optical interconnects with limited range wavelength conversion capability,Z Zhang Y Yang,26,90.91%,76.92%
WDM multicast switching networks with limited wavelength conversion,Nonblocking WDM switching networks with full and limited wavelength conversion,Y Yang,93,87.50%,70.00%
A fault-tolerant rearrangeable permutation network,A fault-tolerant rearrangeable permutation network,Y Yang,36,100.00%,100.00%
A class of multistage conference switching networks for group communication,A class of multistage conference switching networks for group communication,Y Yang,30,100.00%,100.00%
Optical crossconnect architectures for wavelength routed WDM networks,[CITATION][C] Optical Crossconnect Architectures for Wavelength Routed WDM Networks.,Y Yang,17,37.50%,33.33%
Routing permutations with link-disjoint and node-disjoint paths in a class of self-routable interconnects,Routing permutations with link-disjoint and node-disjoint paths in a class of self-routable interconnects,Y Yang,18,100.00%,100.00%
Nonblocking k-fold multicast networks,Nonblocking k-fold multicast networks,Y Yang,22,100.00%,100.00%
Nonblocking WDM switching networks with full and limited wavelength conversion,Nonblocking WDM switching networks with full and limited wavelength conversion,Y Yang,93,100.00%,100.00%
A new conference network for group communication,A new conference network for group communication,Y Yang,7,100.00%,100.00%
Multicasting in a class of multicast-capable WDM networks,Multicasting in a class of multicast-capable WDM networks,Y Yang,52,100.00%,100.00%
Near-optimal all-to-all broadcast in multidimensional all-port meshes and tori,Near-optimal all-to-all broadcast in multidimensional all-port meshes and tori,Y Yang,38,100.00%,100.00%
Wide-sense nonblocking multicast in a class of regular optical WDM networks,Wide-sense nonblocking multicast in a class of regular optical WDM networks,Y Yang,48,100.00%,100.00%
Pipelined all-to-all broadcast in all-port meshes and tori,Pipelined all-to-all broadcast in all-port meshes and tori,Y Yang,33,100.00%,100.00%
Optimal routing based on super topology in optical parallel interconnect,Optimal routing based on super topology in optical parallel interconnect,PJ Wan Y Yang,0,100.00%,100.00%
Optimal all-to-all personalized exchange in a class of optical multistage networks,Optimal all-to-all personalized exchange in a class of optical multistage networks,Y Yang,42,100.00%,100.00%
The postal network: a recursive network for parameterized communication model,The postal network: a recursive network for parameterized communication model,J Wu Y Yang,7,100.00%,100.00%
Nonblocking WDM multicast switching networks,Nonblocking WDM multicast switching networks,Y Yang,130,100.00%,100.00%
