line,title,author,cited_num,relate,reverse_relate
"""Simultaneous estimation of global present-day water transport and glacial isostatic adjustment",Simultaneous estimation of global present-day water transport and glacial isostatic adjustment,BLA Vermeersen,112,90.91%,90.91%
"""Estimation of interplate coupling in the Nankai trough, Japan using GPS data from 1996 to 2006","Estimation of interplate coupling in the Nankai trough, Japan using GPS data from 1996 to 2006",,20,93.75%,93.75%
"""Integration of transient strain events with models of plate coupling and areas of great earthquakes in southwest Japan",Integration of transient strain events with models of plate coupling and areas of great earthquakes in southwest Japan,,13,94.44%,94.44%
"""Real-Time In-Situ Measurements for Earthquake Early Warning and SpaceBorne Deformation Measurement Mission Support",Real-Time In-Situ Measurements for Earthquake Early Warning and Space-Borne Deformation Measurement Mission Support,Y Bock RW Clayton,0,84.62%,84.62%
"""Exploring Lithospheric Deformation of Western US with Large GPS Networks",Exploring Lithospheric Deformation of Western US with Large GPS Networks,Y Bock BW Crowell,0,90.00%,90.00%
"""Case Study in Detection of Transient Crustal Deformation",Case Study in Detection of Transient Crustal Deformation,BW Crowell Y Bock,0,87.50%,87.50%
"""Combined Analysis of CGPS-Derived Velocity and Deformation Fields in the Western U.S",Combined Analysis of CGPS-Derived Velocity and Deformation Fields in the Western US,Y Bock,0,83.33%,83.33%
"""An Algorithm for Automatically Detecting Offsets in Geodetic Time Series",An Algorithm for Automatically Detecting Offsets in Geodetic Time Series,,0,90.00%,90.00%
"""Detection of Anomalous Strain Transients Using Principal Component Analysis and Covariance Descriptor Analysis Methods (Invited)",Maximum likelihood estimates of linear dynamic systems,,1376,6.67%,14.29%
Multiscale estimation of GPS velocity fields,Multiscale estimation of GPS velocity fields,C Tape P Musé M Simons,30,100.00%,100.00%
"""Rising and setting GPS occultations by use of open-loop tracking",Rising and setting GPS occultations by use of open‐loop tracking,,58,80.00%,80.00%
"""Global Simultaneous Estimation of Present-Day Surface Mass Trend and GIA Using MultiSensor Geodetic Data Combination",Global Simultaneous Estimation of Present-Day Surface Mass Trend and GIA Using Multi-Sensor Geodetic Data Combination,,0,86.67%,86.67%
"""Rising and setting GPS occultations by use of open-loop tracking",Rising and setting GPS occultations by use of open‐loop tracking,,58,80.00%,80.00%
"""Rising and setting GPS occultations by use of open-loop tracking",Rising and setting GPS occultations by use of open‐loop tracking,,58,80.00%,80.00%
"""Solid Earth Science Data System for Exploration of Lithospheric Deformation in the Western US",Solid earth science data system for exploration of lithospheric deformation in the western US,Y Bock,3,35.71%,35.71%
"""Time Series, Velocity, Transient Deformation, and Strain Data Products from the PBO and Other Geophysical Networks in Western North America","Time Series, Velocity, Transient Deformation, and Strain Data Products from the PBO and Other Geophysical Networks in Western North America",Y Bock,0,95.00%,95.00%
"""Limitations of Strain Estimation Techniques from Continuous GPS Networks",Limitations of Strain Estimation Techniques from Continuous GPS Networks,,0,88.89%,88.89%
"""Reanalysis of Global and Western North American Continuous GPS Time Series",Reanalysis of Global and Western North American Continuous GPS Time Series,,0,90.91%,90.91%
"""Detection and Characterization of Transient Deformations in GPS Data",Detection and Characterization of Transient Deformations in GPS Data,,0,88.89%,88.89%
"""Constraints on time-dependent volcanic dynamics at Long Valley Caldera from InSAR and geodetic measurements",Constraints on time-dependent volcanic dynamics at Long Valley Caldera from InSAR and geodetic measurements,,0,92.86%,92.86%
"""Supporting EarthScope CyberInfrastructure with a Modern GPS Science Data System",Supporting EarthScope Cyber-Infrastructure with a Modern GPS Science Data System,Y Bock,0,80.00%,80.00%
"""Integrating plate coupling and transient slip events along the subduction zone interface in Nankai Trough, SW Japan using GEONET GPS time series","Integrating plate coupling and transient slip events along the subduction zone interface in Nankai Trough, SW Japan using GEONET GPS time series",Z Liu,0,95.45%,95.45%
"""CGPS detected hydrological and anthropogenic signals in California and Nevada from NASA REASoN project",CGPS detected hydrological and anthropogenic signals in California and Nevada from NASA REASoN project,Y Bock,0,92.86%,92.86%
"""Endoplasmic Reticulum Stress",Endoplasmic reticulum stress,G Bánhegyi A Benedetti,105,0.00%,0.00%
Observation of a Charmed Baryon Decaying to D0p at a Mass Near 2.94GeV/c2,Observation of a Charmed Baryon Decaying to  at a Mass Near ,,120,84.62%,91.67%
"""Measurement of branching fractions and mass spectra of B -> K ππγ",Measurement of Branching Fractions and Mass Spectra of ,,24,25.00%,37.50%
"""Measurement of the Pseudoscalar Decay Constant fDs Using Charm-Tagged Events in e+e- Collisions at s=10.58GeV",Measurement of the Pseudoscalar Decay Constant  Using Charm-Tagged Events in  Collisions at ,,90,73.33%,78.57%
"""Measurements of Lambdac+ branching fractions of Cabibbo-suppressed decay modes involving Lambda and Sigma0",Absolute branching fractions for  decays at BESIII,,0,15.38%,25.00%
"""Observation of Decays B0-->Ds(*)+pi- and B0-->Ds(*)-K+",Observation of Decays  and ,,28,50.00%,60.00%
"""Measurement of Branching Fractions and Mass Spectra of B>Kpipigamma",Measurement of Branching Fractions and Mass Spectra of ,,24,77.78%,87.50%
"""Measurements of Λc+ branching fractions of Cabibbo-suppressed decay modes involving Λ and Σ0",Measurements of  branching fractions of Cabibbo-suppressed decay modes involving  and ,,9,69.23%,75.00%
"""Observation of Decays B0→Ds(*)+π- and B0→Ds(*)-K+",Observation of Decays  and ,,28,50.00%,60.00%
"""Study of inclusive B and B¯0 decays to flavor-tagged D, Ds, and Lambdac+","Study of inclusive  and  decays to flavor-tagged , , and ",,32,53.85%,58.33%
"""Superlattices of organic/inorganic semiconductor nanostructures from liquid-crystal templates",Superlattices of organic/inorganic semiconductor nanostructures from liquid-crystal templates,M O'Neill,7,87.50%,87.50%
"""GPS data exploration for seismologists and geodesists",GPS data exploration for seismologists and geodesists,Y Bock,2,85.71%,85.71%
"""Multi-spatial and temporal scale deformation of Japan from GEONET data",Multi-spatial and temporal scale deformation of Japan from GEONET data,,0,90.00%,90.00%
"""Transient crustal deformation modeled from Japanese GEONET GPS time series",Transient crustal deformation modeled from Japanese GEONET GPS time series,,0,90.00%,90.00%
"""Estimate of interplate coupling along the Nankai Trough, Southwest Japan using GEONET data","Estimate of interplate coupling along the Nankai Trough, Southwest Japan using GEONET data",,1,92.31%,92.31%
"""Measurements of branching fractions, rate asymmetries, and angular distributions in the rare decays B>Kl+l- and B>K*l+l-","Measurements of branching fractions, rate asymmetries, and angular distributions in the rare decays  and ",,221,81.25%,86.67%
"""Precision Electroweak Measurements on the Z Resonance",Precision electroweak measurements on the Z resonance,,393,42.86%,42.86%
Spatiotemporal filtering using principal component analysis and Karhunen-Loeve expansion approaches for regional GPS network analysis,Spatiotemporal filtering using principal component analysis and Karhunen‐Loeve expansion approaches for regional GPS network analysis,Y Bock,170,93.33%,93.33%
"""Study of e+e--->pp¯ using initial state radiation with BABAR",Study of e+ e−→ pp using initial state radiation with BABAR,,280,77.78%,63.64%
"""The e+e-→3(π+π-), 2(π+π-π0) and K+K-2(π+π-) cross sections at center-of-mass energies from production threshold to 4.5 GeV measured with initial-state radiation","The ,  and  cross sections at center-of-mass energies from production threshold to 4.5 GeV measured with initial-state radiation",,138,70.00%,73.68%
"""Search for Lepton Flavor Violation in the Decay τ^{±}→e^{±}γ",Search for Lepton Flavor Violation in the Decay ,,570,77.78%,87.50%
"""Study of the X(3872) and Y(4260) in B0→J/ψπ+π-K0 and B→J/ψπ+π-K- decays",Study of the  and  in  and  decays,,150,54.55%,54.55%
"""Measurement of the B>D0K*- branching fraction",Measurement of the branching fractions for → and → and determination of ‖/,,185,66.67%,23.08%
"""Measurement of the inclusive electron spectrum in charmless semileptonic B decays near the kinematic end point and determination of |Vub|",Measurement of the inclusive electron spectrum in charmless semileptonic  decays near the kinematic end point and determination of ,,90,85.00%,89.47%
Measurements of neutral B decay branching fractions to K0Spi+pi- final states and the charge asymmetry of B0-->K*+pi-,Measurements of neutral  decay branching fractions to  final states and the charge asymmetry of ,,30,82.35%,87.50%
Study of B>D(*)Ds(J)(*) decays and measurement of Ds and DsJ(2460)- branching fractions,Study of  decays and measurement of  and  branching fractions,,49,75.00%,75.00%
"""Measurement of the η and η′ transition form factors at q2=112  GeV2",Measurement of the  and  transition form factors at ,,77,63.64%,70.00%
Observation of Upsilon(4S) Decays to pi+pi-Upsilon(1S) and pi+pi-Upsilon(2S),Possibility of Exotic States in the Upsilon system,M Karliner,45,12.50%,12.50%
"""Measurements of the B→D^{*} form factors using the decay B[over ¯]^{0}→D^{*+}e^{-}ν[over ¯]_{e}",Measurement of the form factors in the decay D+→ K¯* 0 e+ ν e,,224,50.00%,42.86%
"""Measurements of B meson decays to (omega)K* and (omega)(rho)","Rho-omega mixing, vector meson dominance and the pion form-factor",HB O'Connell AW Thomas,234,22.22%,22.22%
"Measurement of branching fractions and CP-violating charge asymmetries for B-meson decays to D(*)D¯(*), and implications for the Cabibbo-Kobayashi-Maskawa angle γ","Measurement of branching fractions and C P-violating charge asymmetries for B-meson decays to D (*) D¯(*), and implications for the Cabibbo-Kobayashi-Maskawa …",,39,75.00%,71.43%
Measurements of the Absolute Branching Fractions of B±-->K±Xcc¯,Measurements of the Absolute Branching Fractions of ,,76,87.50%,100.00%
"""Search For T, CP, and CPT Violation in B0B¯0 Mixing with Inclusive Dilepton Events","Search For , , and  Violation in  Mixing with Inclusive Dilepton Events",,133,64.29%,64.29%
Search for the Rare Decay B0→τ+τ- at BABAR,Search for the rare Decay B 0→ τ+ τ− at BABAR,,55,75.00%,54.55%
"""Determinations of |Vub| from Inclusive Semileptonic B Decays with Reduced Model Dependence",Determinations of  from Inclusive Semileptonic  Decays with Reduced Model Dependence,,40,75.00%,75.00%
"""Search for the Rare Decay B0-->tau+tau- at BABAR",Lepton flavor violation in Higgs boson decays under the rare tau decay results,,102,12.50%,7.69%
"""Branching fraction limits for B0 decays to eta'eta, eta'pi0 and etapi0",Curriculum di Attivitadi,,0,0.00%,0.00%
"""Search for Lepton Flavor Violation in the Decay tau±-->e±gamma",Search for Lepton Flavor Violation in the Decay ,,570,77.78%,87.50%
"""Measurement of the B¯0 lifetime and the B0B¯0 oscillation frequency using partially reconstructed B¯0-->D*+l-nu¯l decays",Measurement of the  lifetime and the  oscillation frequency using partially reconstructed  decays,,39,73.33%,73.33%
Search for the decay B0→a1±ρ∓,"Possible explanation of the “ puzzle” in ,  decays",,99,20.00%,10.00%
