line,title,author,cited_num,relate,reverse_relate
Repulsive and attractive Casimir forces between magnetodielectric slabs,Repulsive and attractive Casimir forces between magnetodielectric slabs,L Gao,3,100.00%,100.00%
Activation of liver X receptors inhibits pancreatic islet beta cell proliferation through cell cycle arrest.,Activation of liver X receptors inhibits pancreatic islet beta cell proliferation through cell cycle arrest,ZX Meng JX Sun L Gao,63,93.33%,93.33%
Diffusive healing of intergranular fatigue microcracks in iron during annealing,Diffusive healing of intergranular fatigue microcracks in iron during annealing,,9,100.00%,100.00%
Density changes of iron during morphological healing evolution of internal fatigue microcracks,Density changes of iron during morphological healing evolution of internal fatigue microcracks,,5,100.00%,100.00%
Lateral hunting stability of railway vehicles running on elastic track structures,Lateral hunting stability of railway vehicles running on elastic track structures,,24,100.00%,100.00%
Prediction of high-speed train induced ground vibration based on train-track-ground system model,Prediction of high-speed train induced ground vibration based on train-track-ground system model,,41,100.00%,100.00%
Fundamentals of vehicle-track coupled dynamics,Fundamentals of vehicle–track coupled dynamics,,188,80.00%,80.00%
Lateral interactions of trains and tracks on small-radius curves: simulation and experiment,Lateral interactions of trains and tracks on small-radius curves: simulation and experiment,,13,100.00%,100.00%
Study on lateral dynamic characteristics of vehicle/turnout system,Study on lateral dynamic characteristics of vehicle/turnout system,,27,100.00%,100.00%
Modelling and experiment of railway ballast vibrations,Modelling and experiment of railway ballast vibrations,,189,100.00%,100.00%
Numerical simulation and field experiment of high-speed train-track-bridge system dynamics,Numerical simulation and field experiment of high-speed train-track-bridge system dynamics,,14,100.00%,100.00%
A new wheel/rail spatially dynamic coupling model and its verification,A new wheel/rail spatially dynamic coupling model and its verification,,62,100.00%,100.00%
Maglev vehicle/guideway vertical random response and ride quality,Maglev vehicle/guideway vertical random response and ride quality,CF Zhao,99,100.00%,100.00%
Train/track/bridge dynamic interactions: Simulation and applications,Train/track/bridge dynamic interactions: simulation and applications,,26,83.33%,83.33%
Dynamic effects of vehicles on tracks in the case of raising train speeds,Dynamic effects of vehicles on tracks in the case of raising train speeds,,63,100.00%,100.00%
Vehicle-track dynamics on a ramp and on the bridge: Simulation and measurements,Vehicle-track dynamics on a ramp and on the bridge: simulation and measurements,,19,91.67%,91.67%
Effect of locomotive vibrations on pantograph-catenary system dynamics,Effect of locomotive vibrations on pantograph-catenary system dynamics,,41,100.00%,100.00%
Dynamic interaction between a lumped mass vehicle and a discretely supported continuous rail track,Dynamic interaction between a lumped mass vehicle and a discretely supported continuous rail track,,136,100.00%,100.00%
Coupling model of vertical and lateral vehicle/track interactions,Coupling model of vertical and lateral vehicle/track interactions,,111,100.00%,100.00%
Two simple fast integration methods for large-scale dynamic problems in engineering,Two simple fast integration methods for large‐scale dynamic problems in engineering,,257,90.91%,90.91%
A detailed model for investigating vertical interactions between railway vehicle and track,A detailed model for investigating vertical interaction between railway vehicle and track,,154,91.67%,91.67%
The Comparison of Albumin Dialysis between Open- and Closed-Loop Dialysis Modes,The Comparison of Albumin Dialysis between Open-and Closed-Loop Dialysis Modes,DY Gao,0,81.82%,90.00%
Detoxification Capabilities of Adsorbents for Artificial Liver Support Devices: A Comparison,Detoxification Capabilities of Adsorbents for Artificial Liver Support Devices: A Comparison.,,0,90.91%,90.91%
Numerical Simulation and Experimental Validation of Bound Solute Dialysis in Artificial Liver Support Systems,Numerical Simulation and Experimental Validation of Bound Solute Dialysis in Artificial Liver Support Systems,DY Gao,0,100.00%,100.00%
Microtip based 3-dimensional microfluidic system for rapid TB diagnosis,Microfluidics and nanotechnology for detection of global infectious diseases,GL Damhorst,10,11.11%,11.11%
Development of optimal techniques for cryopreservation of human platelets I: platelet activation during cold storage (at 22 and 8C) and cryopreservation,Development of optimal techniques for cryopreservation of human platelets: I. Platelet activation during cold storage (at 22 and 8 C) and cryopreservation,DY Gao,40,80.95%,77.27%
Determination of human platelet membrane permeability coefficients using Kedem-Katchalsky formalism,Determination of human platelet membrane permeability coefficients using the Kedem–Katchalsky formalism: estimates from two-vs three-parameter fits,DY Gao,38,80.00%,50.00%
Numerical modeling of continuous hybrid heating of rapid rewarming of cryo-preserved tissue,Numerical modeling of continuous hybrid heating of cryo-preserved tissue,D Gao,12,75.00%,111.11%
Fundamental cryobiology of human hematopoietic progenitor cells I: Osmotic characteristics and volume distribution,Fundamental cryobiology of human hematopoietic progenitor cells I: Osmotic characteristics and volume distribution,DY Gao,47,100.00%,100.00%
Water and DMSO membrane  permeability characteristics of in vivo and in vitro-derived and cultured murine oocytes and embryos,Water and DMSO membrane permeability characteristics of in-vivo-and in-vitro-derived and cultured murine oocytes and embryos.,D Gao,39,63.16%,86.67%
"Hydraulic conductivity (Lp) and its activation energy (Ea), Cryoprotectant agent permeability (Ps) and  its Ea, and reflection coefficients () for golden hamster individual pancreatic islet cell membranes","Hydraulic Conductivity (Lp) and Its Activation Energy (Ea), Cryoprotectant Agent Permeability (Ps) and ItsEa, and Reflection Coefficients (ς) for Golden Hamster …",DY Gao,21,32.14%,42.86%
Determination of optimal cryoprotectants and procedures for their addition and removal from human spermatozoa,Determination of optimal cryoprotectants and procedures for their addition and removal from human spermatozoa.,DY Gao,146,92.86%,92.86%
Solidification processes of solutions,Solidification processes of solutions,D Gao,31,100.00%,100.00%
Novel microwave technology for cryopreservation of biomaterials by suppression of apparent ice formation,Novel microwave technology for cryopreservation of biomaterials by suppression of apparent ice formation,D Gao,53,100.00%,100.00%
Osmotic separation of pancreatic exocrine cells from crude islet cell preparations,Osmotic separation of pancreatic exocrine cells from crude islet cell preparations,D Gao,12,100.00%,100.00%
Development of a novel microperfusion chamber for determination of cell membrane transport properties,Development of a novel microperfusion chamber for determination of cell membrane transport properties,DY Gao,69,100.00%,100.00%
Water permeability and its activation energy for individual hamster pancreatic islet cells,Water permeability and its activation energy for individual hamster pancreatic islet cells,D Gao,34,100.00%,100.00%
Effect of cryoprotectants on water permeability of human spermatozoa,Effect of cryoprotectant solutes on water permeability of human spermatozoa,DY Gao,195,88.89%,80.00%
Fracture phenomena in an isotonic salt solution during freezing and their elimination using glycerol,Fracture phenomena in an isotonic salt solution during freezing and their elimination using glycerol,DY Gao,41,100.00%,100.00%
Prevention of osmotic injury to human spermatozoa during addition and removal of glycerol,Andrology: Prevention of osmotic injury to human spermatozoa during addition and removal of glycerol,DY Gao,307,100.00%,92.86%
High water permeability of human spermatozoa is mercury resistant and not mediated by CHIP28,High water permeability of human spermatozoa is mercury-resistant and not mediated by CHIP28,D Gao,37,85.71%,92.31%
Membrane transport properties of mammalian oocytes: A micropipette perfusion technique,Membrane transport properties of mammalian oocytes: a micropipette perfusion technique,DY Gao,56,90.00%,90.00%
"Hyperosmotic tolerance of human spermatozoa: Separate effects of glycerol, sodium chloride and sucrose on spermolysis","Hyperosmotic tolerance of human spermatozoa: separate effects of glycerol, sodium chloride, and sucrose on spermolysis",DY Gao,167,86.67%,86.67%
"Cryopreservation of human spermatozoa. IV. The effects of cooling rate and warming rate on the maintenance of motility, plasma membrane integrity and mitochondrial function","Cryopreservation of human spermatozoa. IV. The effects of cooling rate and warming rate on the maintenance of motility, plasma membrane integrity, and …",D Gao,159,83.33%,95.45%
Determination of the osmotic characteristics of pancreatic islets and isolated pancreatic islet cells,Determination of the osmotic characteristics of hamster pancreatic islets and isolated pancreatic islet cells,DY Gao,22,100.00%,92.86%
Glycerol permeability of human spermatozoa and its activation energy,Glycerol permeability of human spermatozoa and its activation energy,DY Gao,59,100.00%,100.00%
A function of glycerol in reducing thermal stress during cell freezing preservation,Function of glycerol in reducing thermal stress during cell freezing preservation,DY Gao,0,83.33%,90.91%
Thermal stresses induced by water solidification in a cylindrical tube.,Thermal stresses induced by water solidification in a cylindrical tube,DY Gao,26,90.00%,90.00%
